hidden_size,num_layers,learning_rate,dropout,seq_len,batch_size,conv_layout,conv_out_channels,conv_kernel_size,feature_mode,corr_threshold,final_equity,total_return_pct,trades,hit_rate,max_drawdown,RoverMDD,time_s
64,3,0.001,0.2,60,64,single,64,5,auto,0.92,100151.38469538624,0.001513846953862376,11,0.7272727272727273,-0.00025863157836369943,5.8532951136134495,8.6
64,3,0.0001,0.2,60,256,single,32,5,auto,0.92,100311.92558548777,0.0031192558548777016,20,0.75,-0.0005503722633178887,5.667538251425391,10.2
64,3,0.0005,0.5,60,256,single,32,5,auto,0.92,100311.92558548777,0.0031192558548777016,20,0.75,-0.0005503722633178887,5.667538251425391,5.4
64,3,0.001,0.5,60,256,double,64,3,manual,0.85,100311.92558548777,0.0031192558548777016,20,0.75,-0.0005503722633178887,5.667538251425391,3.8
64,3,0.0005,0.2,20,256,single,64,5,auto,0.85,100376.82469574884,0.003768246957488445,32,0.6875,-0.0006654371368193246,5.662814335100111,4.1
64,3,0.0001,0.5,40,64,single,32,3,manual,0.85,100311.35597587845,0.0031135597587845405,19,0.7894736842105263,-0.0005503722633178887,5.65718871807714,24.3
64,3,0.0001,0.5,40,256,single,32,3,auto,0.92,100426.85181414562,0.004268518141456152,30,0.6666666666666666,-0.0007631638411039754,5.5931870871678235,8.0
64,3,0.001,0.5,40,64,single,16,5,auto,0.85,101008.58044891589,0.010085804489158908,27,0.5555555555555556,-0.0018098338549574766,5.5727792148058155,9.2
64,3,0.0005,0.2,60,256,single,16,5,auto,0.92,100368.73714811573,0.0036873714811573154,25,0.72,-0.0006654371368192136,5.541276969877176,4.4
64,3,0.0005,0.2,20,64,single,16,5,auto,0.92,100653.76127225098,0.006537612722509803,24,0.6666666666666666,-0.0011831428839995661,5.525632458194457,9.1
64,3,0.0005,0.5,20,128,double,64,5,auto,0.92,100303.54790978233,0.003035479097823263,25,0.72,-0.0005503722633178887,5.5153199027946025,7.5
64,3,0.0005,0.35,60,64,single,32,5,auto,0.92,100314.5167732331,0.0031451677323310286,21,0.7142857142857143,-0.0005710466580670648,5.507724610414678,9.7
64,3,0.0005,0.2,60,64,double,16,5,auto,0.85,101258.06018093307,0.012580601809330691,26,0.5769230769230769,-0.002333264370421584,5.391845848594335,12.6
64,3,0.0001,0.5,20,128,double,16,5,auto,0.85,100409.69058438775,0.004096905843877467,27,0.7407407407407407,-0.0007636043263125059,5.365220838469692,3.9
64,3,0.0001,0.5,40,256,double,64,5,all,0.85,100291.41794068035,0.0029141794068034505,21,0.6666666666666666,-0.0005503722633177777,5.29492418319933,6.8
64,3,0.0005,0.5,40,64,single,64,5,auto,0.92,100299.868029689,0.002998680296889943,22,0.6818181818181818,-0.0005710466580670648,5.251200150685012,9.9
64,3,0.0005,0.35,40,256,double,32,5,auto,0.92,100135.33600895174,0.0013533600895173732,12,0.75,-0.00025863157836369943,5.232772030700045,5.7
64,3,0.0001,0.2,60,256,single,16,5,auto,0.92,100613.91390351552,0.00613913903515524,29,0.6206896551724138,-0.0011831428839995661,5.188839926418804,10.3
64,3,0.001,0.5,20,256,double,16,5,manual,0.85,100394.17248667644,0.003941724866764416,34,0.6470588235294118,-0.0007631638411040864,5.164978546496429,5.8
64,3,0.0001,0.35,20,64,double,64,3,all,0.85,100283.00606085673,0.0028300606085672917,21,0.7142857142857143,-0.0005503722633178887,5.142084362148681,15.3
64,3,0.0005,0.5,40,256,single,64,5,auto,0.92,100564.80172024986,0.005648017202498595,22,0.7727272727272727,-0.0011005766141561901,5.131870993669004,5.0
64,3,0.001,0.35,60,256,single,32,5,all,0.85,100385.61950375084,0.0038561950375084414,21,0.6190476190476191,-0.0007636043263126169,5.049991081283802,3.8
64,3,0.0001,0.35,40,256,single,32,3,auto,0.92,100366.13644896237,0.0036613644896236657,28,0.6785714285714286,-0.0007287965921950468,5.023849629422773,8.8
64,3,0.0005,0.5,60,64,single,64,5,auto,0.92,100329.16814782664,0.0032916814782664003,22,0.7272727272727273,-0.0006598934689482361,4.988201328182275,9.6
64,3,0.0001,0.2,40,256,single,16,5,auto,0.92,100586.78252153989,0.005867825215398916,26,0.6153846153846154,-0.0011831428839995661,4.959523735259238,12.3
64,3,0.0005,0.35,40,256,single,64,5,auto,0.85,100272.54394293143,0.002725439429314283,22,0.7272727272727273,-0.0005503722633178887,4.951992698331348,4.1
64,3,0.001,0.2,60,128,single,16,5,auto,0.92,100594.27490329806,0.005942749032980646,28,0.5714285714285714,-0.0012007888410602297,4.949037524144153,5.8
64,3,0.001,0.5,40,256,single,32,5,manual,0.85,100268.70805080324,0.002687080508032377,23,0.6956521739130435,-0.0005503722633178887,4.882296378515627,3.0
64,3,0.0001,0.35,20,128,double,64,5,auto,0.92,100268.39732179686,0.002683973217968596,20,0.75,-0.0005503722633178887,4.876650581532601,8.4
64,3,0.0001,0.35,60,64,double,64,5,all,0.85,100744.16645513015,0.00744166455130151,25,0.76,-0.0015272086526251227,4.8727228846628226,15.0
64,3,0.0001,0.35,20,256,double,32,5,auto,0.92,100266.86310413331,0.0026686310413331377,17,0.7647058823529411,-0.0005503722633176666,4.84877458258256,2.5
64,3,0.001,0.35,20,64,single,32,5,auto,0.92,100575.09275500414,0.005750927550041379,40,0.725,-0.0011942542048835048,4.815497007693066,8.0
64,3,0.001,0.2,60,64,single,32,5,auto,0.92,100495.95682514035,0.004959568251403543,24,0.5833333333333334,-0.0010324941556001388,4.803483123370114,8.6
64,3,0.0001,0.2,60,64,double,64,5,all,0.85,100372.32050146339,0.0037232050146338586,20,0.75,-0.0007818857513135491,4.761827426038861,15.1
64,3,0.0005,0.5,40,256,double,16,5,auto,0.85,100453.16875310954,0.004531687531095376,22,0.5909090909090909,-0.0009530370996656545,4.754995931097738,5.7
64,3,0.0001,0.35,60,256,single,64,5,auto,0.85,100260.48436907845,0.0026048436907844734,19,0.7368421052631579,-0.0005503722633178887,4.732876026639347,9.1
64,3,0.001,0.35,40,256,single,32,5,auto,0.92,100411.1701049165,0.004111701049164985,26,0.6538461538461539,-0.0008794719274989315,4.675193056881262,4.4
64,3,0.0005,0.5,20,128,double,32,3,all,0.85,100256.68332646319,0.0025668332646318595,16,0.6875,-0.0005503722633176666,4.663812905757428,6.3
64,3,0.001,0.2,60,64,double,16,3,auto,0.92,100928.45187340325,0.009284518734032464,22,0.6363636363636364,-0.001999346508345101,4.643776701677112,13.5
64,3,0.0005,0.2,20,256,single,16,3,auto,0.85,100307.17540510699,0.0030717540510698743,26,0.6923076923076923,-0.0006654371368192136,4.616144607968296,5.2
64,3,0.0001,0.5,60,128,single,64,5,auto,0.85,100259.82489835,0.0025982489834999434,20,0.7,-0.0005710466580670648,4.549976690687156,9.8
64,3,0.0001,0.35,20,64,single,64,5,auto,0.92,100347.63522116639,0.0034763522116639067,26,0.6538461538461539,-0.0007665454103583658,4.535089721610473,14.4
64,3,0.0005,0.5,20,256,single,64,5,auto,0.85,100249.13010600302,0.002491301060030237,19,0.7368421052631579,-0.0005503722633178887,4.5265745134239985,4.7
64,3,0.001,0.35,60,64,single,16,3,auto,0.85,100249.05109222188,0.0024905109222188183,20,0.7,-0.0005503722633178887,4.525138870925129,8.7
64,3,0.0005,0.35,20,128,double,32,5,all,0.85,100116.98073799248,0.0011698073799247504,10,0.7,-0.00025863157836369943,4.523064767751269,5.1
64,3,0.0005,0.2,20,128,double,32,5,all,0.85,100116.98073799248,0.0011698073799247504,10,0.7,-0.00025863157836369943,4.523064767751269,4.9
64,3,0.0005,0.35,20,64,double,64,5,auto,0.92,100688.19836520015,0.006881983652001509,25,0.76,-0.0015272086526251227,4.506249778098134,10.5
64,3,0.001,0.35,20,256,double,64,3,all,0.85,101730.96161681901,0.017309616168190115,23,0.7391304347826086,-0.0038722931445762665,4.470120293561673,6.3
64,3,0.0001,0.5,60,64,single,64,5,auto,0.85,100296.45095851783,0.0029645095851783118,24,0.7083333333333334,-0.0006654371368193246,4.454980675331947,11.9
64,3,0.0001,0.2,60,128,double,64,5,all,0.85,100251.64065583712,0.0025164065583712365,21,0.6666666666666666,-0.0005710466580670648,4.406656659000542,10.2
64,3,0.0001,0.5,40,128,single,64,5,auto,0.85,100242.29548069574,0.002422954806957423,18,0.7222222222222222,-0.0005503722633178887,4.402392650295955,16.6
64,3,0.0001,0.5,40,64,single,32,3,auto,0.92,100293.98452618018,0.00293984526180182,22,0.6363636363636364,-0.0006685998655167058,4.397017429146289,20.1
64,3,0.001,0.2,40,256,single,16,5,auto,0.92,100643.2910376933,0.006432910376932996,31,0.6451612903225806,-0.0014633676318259736,4.395963281561779,4.1
64,3,0.0005,0.2,60,256,double,32,3,all,0.85,100670.73214935046,0.006707321493504569,26,0.7307692307692307,-0.0015272086526251227,4.391882852402216,5.0
64,3,0.0005,0.5,60,128,double,32,5,all,0.85,100081.34220166288,0.0008134220166287559,6,0.6666666666666666,-0.00018694968661570055,4.3510210225751855,5.8
64,3,0.0001,0.2,40,64,double,16,5,manual,0.85,100380.85597939248,0.0038085597939247966,38,0.5789473684210527,-0.0008775084058713079,4.340197505165946,24.8
64,3,0.0001,0.35,40,128,single,16,5,auto,0.92,100288.40170664171,0.0028840170664171457,24,0.5833333333333334,-0.0006654371368192136,4.3340188078512325,19.6
64,3,0.0001,0.35,40,128,single,32,5,auto,0.92,100289.67121520442,0.0028967121520442015,21,0.6666666666666666,-0.0006685998655163727,4.332504838012515,9.8
64,3,0.0001,0.5,60,256,double,64,5,all,0.85,100285.77537465726,0.002857753746572562,22,0.7272727272727273,-0.0006598934689483471,4.330628928828285,7.5
64,3,0.0005,0.5,40,64,single,16,5,auto,0.92,101066.25281090586,0.01066252810905862,32,0.4375,-0.002463630263894623,4.327974154775479,11.8
64,3,0.0001,0.5,40,128,single,16,5,auto,0.92,100284.97024320134,0.0028497024320134367,23,0.6521739130434783,-0.0006654371368192136,4.282451751393078,20.6
